observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
62120,1,1,1223,Pocillopora capitata,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,59713,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,9268713.615,raw_value,,,,,
62179,1,5,1224,Pocillopora damicornis,Robust,Pocilloporidae,Pocilloporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,59766,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
112433,1,2,1224,Pocillopora damicornis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126880,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
157065,1,14,1224,Pocillopora damicornis,Robust,Pocilloporidae,Pocilloporidae,409,Indo-Pacific (unspecified),0,160,740,,199867,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),weedy,model_derived,,,,,
94754,1,54,1224,Pocillopora damicornis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102481,138,Range size,8,km^2,10,Calculated from GIS shapefile,128235814.8,raw_value,,,,,
62198,1,1,1224,Pocillopora damicornis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,59784,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,49524503.55,raw_value,,,,,
112435,1,2,1225,Pocillopora danae,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126882,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
62266,1,1,1225,Pocillopora danae,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,59849,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,16686873.54,raw_value,,,,,
62246,1,5,1225,Pocillopora danae,Robust,Pocilloporidae,Pocilloporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,59830,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
94759,1,54,1225,Pocillopora danae,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102486,138,Range size,8,km^2,10,Calculated from GIS shapefile,16891295.12,raw_value,,,,,
62328,1,1,1226,Pocillopora effusa,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,59909,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,1095640.401,raw_value,,,,,
112437,1,2,1226,Pocillopora effusa,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126884,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
94764,1,54,1226,Pocillopora effusa,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102491,138,Range size,8,km^2,10,Calculated from GIS shapefile,3233338.174,raw_value,,,,,
112439,1,2,1227,Pocillopora elegans,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126886,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
62395,1,1,1227,Pocillopora elegans,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,59975,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,25064136.19,raw_value,,,,,
157066,1,14,1227,Pocillopora elegans,Robust,Pocilloporidae,Pocilloporidae,409,Indo-Pacific (unspecified),0,160,740,,199868,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),competitive,model_derived,,,,,
94769,1,54,1227,Pocillopora elegans,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102496,138,Range size,8,km^2,10,Calculated from GIS shapefile,48093103.06,raw_value,,,,,
62473,1,1,1228,Pocillopora eydouxi,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60050,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,47129757.29,raw_value,,,,,
62451,1,5,1228,Pocillopora eydouxi,Robust,Pocilloporidae,Pocilloporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,60029,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
112441,1,2,1228,Pocillopora eydouxi,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126888,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
94774,1,54,1228,Pocillopora eydouxi,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102501,138,Range size,8,km^2,10,Calculated from GIS shapefile,117997640.3,raw_value,,,,,
157067,1,14,1228,Pocillopora eydouxi,Robust,Pocilloporidae,Pocilloporidae,409,Indo-Pacific (unspecified),0,160,740,,199869,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),competitive,model_derived,,,,,
112443,1,2,1229,Pocillopora fungiformis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126890,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting_long_uprights,expert_opinion,,,,,
94779,1,54,1229,Pocillopora fungiformis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102506,138,Range size,8,km^2,10,Calculated from GIS shapefile,26622.1195,raw_value,,,,,
62535,1,1,1229,Pocillopora fungiformis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60111,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,914512.1916,raw_value,,,,,
112446,1,2,1230,Pocillopora indiania,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126893,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
94784,1,54,1230,Pocillopora indiania,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102511,138,Range size,8,km^2,10,Calculated from GIS shapefile,7641936.571,raw_value,,,,,
62599,1,1,1230,Pocillopora indiania,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60173,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,2531015.671,raw_value,,,,,
112448,1,2,1231,Pocillopora inflata,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126895,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
62662,1,1,1231,Pocillopora inflata,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60235,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,1548595.623,raw_value,,,,,
94789,1,54,1231,Pocillopora inflata,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102516,138,Range size,8,km^2,10,Calculated from GIS shapefile,6078523.781,raw_value,,,,,
62712,1,5,1232,Pocillopora kelleheri,Robust,Pocilloporidae,Pocilloporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,60282,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
112450,1,2,1232,Pocillopora kelleheri,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126897,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
94794,1,54,1232,Pocillopora kelleheri,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102521,138,Range size,8,km^2,10,Calculated from GIS shapefile,12476745.5,raw_value,,,,,
62730,1,1,1232,Pocillopora kelleheri,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60299,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,12205089.61,raw_value,,,,,
62789,1,1,1233,Pocillopora ligulata,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60357,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,15897427.79,raw_value,,,,,
112453,1,2,1233,Pocillopora ligulata,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126900,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
94799,1,54,1233,Pocillopora ligulata,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102526,138,Range size,8,km^2,10,Calculated from GIS shapefile,31769113.18,raw_value,,,,,
62846,1,5,1234,Pocillopora meandrina,Robust,Pocilloporidae,Pocilloporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,60412,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
94804,1,54,1234,Pocillopora meandrina,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102531,138,Range size,8,km^2,10,Calculated from GIS shapefile,92966151.09,raw_value,,,,,
62864,1,1,1234,Pocillopora meandrina,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60429,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,35321295.05,raw_value,,,,,
157068,1,14,1234,Pocillopora meandrina,Robust,Pocilloporidae,Pocilloporidae,409,Indo-Pacific (unspecified),0,160,740,,199870,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),competitive,model_derived,,,,,
112455,1,2,1234,Pocillopora meandrina,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126902,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
62920,1,1,1235,Pocillopora molokensis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60484,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,6985177.369,raw_value,,,,,
112457,1,2,1235,Pocillopora molokensis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126904,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
94809,1,54,1235,Pocillopora molokensis,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102536,138,Range size,8,km^2,10,Calculated from GIS shapefile,15096.40052,raw_value,,,,,
160471,1,31,1575,Pocillopora solida,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,725,,204389,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,js P. verrucosa according to Sebastian
94814,1,54,1237,Pocillopora verrucosa,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102541,138,Range size,8,km^2,10,Calculated from GIS shapefile,127661357.5,raw_value,,,,,
157069,1,14,1237,Pocillopora verrucosa,Robust,Pocilloporidae,Pocilloporidae,409,Indo-Pacific (unspecified),0,160,740,,199871,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),competitive,model_derived,,,,,
63021,1,5,1237,Pocillopora verrucosa,Robust,Pocilloporidae,Pocilloporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,60585,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
63040,1,1,1237,Pocillopora verrucosa,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60603,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,46593592.7,raw_value,,,,,
112459,1,2,1237,Pocillopora verrucosa,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126906,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
112461,1,2,1238,Pocillopora woodjonesi,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126908,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
63105,1,1,1238,Pocillopora woodjonesi,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60665,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,32073193.61,raw_value,,,,,
94819,1,54,1238,Pocillopora woodjonesi,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102546,138,Range size,8,km^2,10,Calculated from GIS shapefile,53036722.22,raw_value,,,,,
63088,1,5,1238,Pocillopora woodjonesi,Robust,Pocilloporidae,Pocilloporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,60649,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
112463,1,2,1239,Pocillopora zelli,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,126910,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,,,,,
63165,1,1,1239,Pocillopora zelli,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,10,,60724,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,2267189.145,raw_value,,,,,
94824,1,54,1239,Pocillopora zelli,Robust,Pocilloporidae,Pocilloporidae,1,Global estimate,,,605,,102551,138,Range size,8,km^2,10,Calculated from GIS shapefile,12908496.21,raw_value,,,,,
94829,1,54,1240,Podabacia crustacea,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,102556,138,Range size,8,km^2,10,Calculated from GIS shapefile,79267697.02,raw_value,,,,,
112466,1,2,1240,Podabacia crustacea,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,126913,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
63215,1,5,1240,Podabacia crustacea,Robust,Fungiidae,Fungiidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,60772,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
63233,1,1,1240,Podabacia crustacea,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,60789,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,37228943.23,raw_value,,,,,
160513,1,2,1580,Podabacia kunzmanni,Robust,Fungiidae,Fungiidae,1,Global estimate,,,727,,204431,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
112469,1,2,1241,Podabacia lankaensis,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,126916,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
63286,1,1,1241,Podabacia lankaensis,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,60841,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,383737.0738,raw_value,,,,,
94834,1,54,1241,Podabacia lankaensis,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,102561,138,Range size,8,km^2,10,Calculated from GIS shapefile,51034.78339,raw_value,,,,,
94839,1,54,1242,Podabacia motuporensis,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,102566,138,Range size,8,km^2,10,Calculated from GIS shapefile,52294385.94,raw_value,,,,,
112472,1,2,1242,Podabacia motuporensis,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,126919,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
63351,1,1,1242,Podabacia motuporensis,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,60903,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,28453880.95,raw_value,,,,,
63334,1,5,1242,Podabacia motuporensis,Robust,Fungiidae,Fungiidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,60887,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
94844,1,54,1243,Podabacia sinai,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,102571,138,Range size,8,km^2,10,Calculated from GIS shapefile,1234095.094,raw_value,,,,,
112475,1,2,1243,Podabacia sinai,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,126922,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
63411,1,1,1243,Podabacia sinai,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,60962,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,358683.913,raw_value,,,,,
160497,1,31,1568,Polycyathus chaishanensis,Robust,Caryophylliidae,Caryophylliidae,1,Global estimate,,,637,,204415,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
94849,1,54,1264,Polyphyllia novaehiberniae,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,102576,138,Range size,8,km^2,10,Calculated from GIS shapefile,19100184.8,raw_value,,,,,
112477,1,2,1264,Polyphyllia novaehiberniae,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,126924,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
64012,1,1,1264,Polyphyllia novaehiberniae,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,61537,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,10170749.66,raw_value,,,,,
64079,1,1,1265,Polyphyllia talpina,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,61602,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,33063686.59,raw_value,,,,,
64059,1,5,1265,Polyphyllia talpina,Robust,Fungiidae,Fungiidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,61583,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
112479,1,2,1265,Polyphyllia talpina,Robust,Fungiidae,Fungiidae,1,Global estimate,,,10,,126926,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
94854,1,54,1265,Polyphyllia talpina,Robust,Fungiidae,Fungiidae,1,Global estimate,,,605,,102581,138,Range size,8,km^2,10,Calculated from GIS shapefile,59324364.04,raw_value,,,,,
64133,1,5,1266,Porites annae,Complex,Poritidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,61653,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
157070,1,14,1266,Porites annae,Complex,Poritidae,Poritidae,409,Indo-Pacific (unspecified),0,160,740,,199872,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
64154,1,1,1266,Porites annae,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,61673,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,26168435.82,raw_value,,,,,
112481,1,2,1266,Porites annae,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126928,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
94859,1,54,1266,Porites annae,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102586,138,Range size,8,km^2,10,Calculated from GIS shapefile,45671286.93,raw_value,,,,,
64218,1,1,1267,Porites aranetai,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,61735,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,5747207.732,raw_value,,,,,
112484,1,2,1267,Porites aranetai,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126931,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
94864,1,54,1267,Porites aranetai,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102591,138,Range size,8,km^2,10,Calculated from GIS shapefile,19881727.63,raw_value,,,,,
64280,1,1,1268,Porites arnaudi,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,61795,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,13746101.25,raw_value,,,,,
112487,1,2,1268,Porites arnaudi,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126934,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
94869,1,54,1268,Porites arnaudi,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102596,138,Range size,8,km^2,10,Calculated from GIS shapefile,29026951.66,raw_value,,,,,
112489,1,2,1269,Porites astreoides,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126936,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
157071,1,14,1269,Porites astreoides,Complex,Poritidae,Poritidae,522,Atlantic (unspecified),13.695557,-47.026395,740,,199873,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),weedy,model_derived,,,,,
64358,1,1,1269,Porites astreoides,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,61870,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,6158154.085,raw_value,,,,,
64421,1,1,1270,Porites attenuata,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,61931,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,18998622.5,raw_value,,,,,
112492,1,2,1270,Porites attenuata,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126939,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
94874,1,54,1270,Porites attenuata,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102601,138,Range size,8,km^2,10,Calculated from GIS shapefile,27855416.49,raw_value,,,,,
112494,1,2,1271,Porites australiensis,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126941,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
157072,1,14,1271,Porites australiensis,Complex,Poritidae,Poritidae,409,Indo-Pacific (unspecified),0,160,740,,199874,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
64501,1,1,1271,Porites australiensis,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62007,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,39869473.59,raw_value,,,,,
64480,1,5,1271,Porites australiensis,Complex,Poritidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,61987,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
94879,1,54,1271,Porites australiensis,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102606,138,Range size,8,km^2,10,Calculated from GIS shapefile,84895781.01,raw_value,,,,,
160498,1,31,1272,Porites baueri,Complex,Poritidae,Poritidae,1,Global estimate,,,849,,204416,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
112496,1,2,1273,Porites bernardi,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126943,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
160486,1,2,1274,Porites branneri,Complex,Poritidae,Poritidae,1,Global estimate,,,297,,204404,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
64645,1,1,1274,Porites branneri,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62149,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,5047706.253,raw_value,,,,,
94884,1,54,1275,Porites brighami,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102611,138,Range size,8,km^2,10,Calculated from GIS shapefile,25693.54287,raw_value,,,,,
64709,1,1,1275,Porites brighami,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62211,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,4524148.447,raw_value,,,,,
112499,1,2,1275,Porites brighami,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126946,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
112502,1,2,1276,Porites cocosensis,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126949,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,digitate,expert_opinion,,,,,
64770,1,1,1276,Porites cocosensis,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62270,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,2607663.487,raw_value,,,,,
94889,1,54,1276,Porites cocosensis,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102616,138,Range size,8,km^2,10,Calculated from GIS shapefile,8874245.603,raw_value,,,,,
64827,1,1,1277,Porites colonensis,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62325,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,3772055.817,raw_value,,,,,
112505,1,2,1277,Porites colonensis,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126952,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
94894,1,54,1278,Porites columnaris,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102621,138,Range size,8,km^2,10,Calculated from GIS shapefile,6044184.102,raw_value,,,,,
112507,1,2,1278,Porites columnaris,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126954,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,columnar,expert_opinion,,,,,
64890,1,1,1278,Porites columnaris,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62386,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,1279521.569,raw_value,,,,,
64959,1,1,1279,Porites compressa,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62453,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,2729100.275,raw_value,,,,,
112510,1,2,1279,Porites compressa,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126957,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting_long_uprights,expert_opinion,,,,,
94899,1,54,1279,Porites compressa,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102626,138,Range size,8,km^2,10,Calculated from GIS shapefile,29848.11986,raw_value,,,,,
157073,1,14,1279,Porites compressa,Complex,Poritidae,Poritidae,409,Indo-Pacific (unspecified),0,160,740,,199875,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),competitive,model_derived,,,,,
112513,1,2,1280,Porites cumulatus,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126960,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
65021,1,1,1280,Porites cumulatus,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62514,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,9643020.83,raw_value,,,,,
94904,1,54,1280,Porites cumulatus,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102631,138,Range size,8,km^2,10,Calculated from GIS shapefile,15982187.79,raw_value,,,,,
65080,1,5,1281,Porites cylindrica,Complex,Poritidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,62572,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
157074,1,14,1281,Porites cylindrica,Complex,Poritidae,Poritidae,409,Indo-Pacific (unspecified),0,160,740,,199876,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),weedy,model_derived,,,,,
112515,1,2,1281,Porites cylindrica,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,126962,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting_long_uprights,expert_opinion,,,,,
65101,1,1,1281,Porites cylindrica,Complex,Poritidae,Poritidae,1,Global estimate,,,10,,62592,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,32607618.8,raw_value,,,,,
94909,1,54,1281,Porites cylindrica,Complex,Poritidae,Poritidae,1,Global estimate,,,605,,102636,138,Range size,8,km^2,10,Calculated from GIS shapefile,70707476.82,raw_value,,,,,
